citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;taste
0.22;1.6;0.042;36.0;106.0;0.9905;3.24;0.32;11.4;6;3443
0.26;2.0;0.026;40.0;190.0;0.9932;3.04;0.39;11.2;6;1316
0.42;2.5;0.038;34.0;117.0;0.99132;3.36;0.59;11.6;7;4876
0.33;1.9;0.028;23.0;93.0;0.991;3.34;0.7;12.0;7;968
0.3;3.8;0.035;57.0;135.0;0.99016;3.09;0.34;12.0;6;3017
0.31;2.7;0.027;11.0;100.0;0.98964;3.46;0.4;13.2;7;3785
0.29;7.6;0.025;35.0;124.0;0.99162;3.15;0.65;12.8;7;3984
0.32;7.9;0.034;17.0;81.0;0.99512;3.29;0.31;10.0;6;4715
0.3;1.4;0.057;33.0;135.0;0.993;3.12;0.5;9.6;6;619
0.22;5.5;0.037;10.0;86.0;0.99156;3.46;0.44;12.2;5;3123
0.23;14.9;0.039;47.0;142.0;0.99705;3.14;0.35;9.7;6;1742
0.26;7.4;0.034;33.0;123.0;0.995;3.49;0.42;10.1;6;1390
0.82;1.3;0.149;70.0;109.0;0.99304;2.93;0.42;9.2;6;3911
0.2;11.5;0.049;44.0;157.0;0.998;3.27;0.44;9.0;5;1847
0.49;13.4;0.062;50.0;191.0;0.9989;3.22;0.53;9.0;4;1579
0.49;1.3;0.046;27.0;142.0;0.9936;3.09;0.59;10.2;5;1655
0.16;1.3;0.06;36.0;126.0;0.99353;3.13;0.46;8.7;6;2352
0.35;1.5;0.039;24.0;125.0;0.9918;3.17;0.64;12.2;6;2212
0.34;6.4;0.05;36.0;163.0;0.9937;3.19;0.7;11.5;6;2020
0.28;6.6;0.021;29.0;132.0;0.99188;3.15;0.36;11.45;7;4870
0.33;1.1;0.027;16.0;63.0;0.9937;3.37;0.4;9.9;5;1956
0.59;1.5;0.049;23.0;142.0;0.9958;2.98;0.62;9.5;5;1307
0.22;5.25;0.053;33.0;180.0;0.9926;3.13;0.45;11.6;6;2003
0.21;9.65;0.041;36.0;119.0;0.99334;2.99;0.34;10.9333333333333;6;4369
0.3;1.8;0.047;47.0;185.0;0.9933;3.13;0.5;10.2;6;575
0.37;8.9;0.053;36.0;148.0;0.996;3.16;0.5;9.3;5;3949
0.25;12.1;0.059;33.0;171.0;0.99769;3.14;0.56;8.7;6;4122
0.22;1.5;0.038;38.0;157.0;0.9934;3.41;0.55;9.9;6;1706
0.18;1.8;0.046;31.0;114.0;0.99226;3.27;0.55;10.8;6;3612
0.27;9.9;0.047;26.0;101.0;0.99596;3.34;0.5;9.9;6;3349
0.41;1.7;0.026;29.0;140.0;0.991;3.02;0.78;12.5;6;1280
0.42;14.2;0.041;57.0;182.0;0.9996;3.29;0.75;9.1;7;861
0.22;7.4;0.032;53.0;172.0;0.99404;3.24;0.58;11.0;6;4035
0.23;1.6;0.042;14.0;67.0;0.9942;3.07;0.32;9.5;5;1801
0.49;3.5;0.057;14.0;108.0;0.9928;3.19;0.35;11.5;6;1628
0.22;5.25;0.053;33.0;180.0;0.9926;3.13;0.45;11.6;6;1993
0.37;1.1;0.034;36.0;84.0;0.99136;3.05;0.55;11.6;6;2639
0.07;7.0;0.045;36.0;147.0;0.9944;3.34;0.57;9.7;6;269
0.33;1.2;0.036;23.0;99.0;0.9916;3.18;0.6;10.5;6;629
0.35;17.8;0.058;128.0;212.0;1.00241;3.44;0.43;8.9;5;2334
0.3;14.9;0.051;33.0;118.0;0.99835;3.04;0.54;9.0;6;2966
0.0;1.6;0.063;36.0;87.0;0.9914;3.27;0.67;10.8;6;300
0.35;9.1;0.059;83.0;249.0;0.9971;3.37;0.5;8.5;5;459
0.49;1.2;0.055;18.0;150.0;0.9917;3.23;0.47;11.2;6;1447
0.49;1.35;0.052;6.0;48.0;0.9911;3.15;0.28;11.4;5;1472
0.43;9.2;0.046;22.0;126.0;0.9982;3.38;0.47;9.3;5;2046
0.25;15.0;0.055;8.0;120.0;0.99767;3.19;0.53;9.6;6;4148
0.51;17.6;0.045;34.0;125.0;0.99966;3.2;0.47;8.8;6;3632
0.15;1.9;0.05;20.0;93.0;0.9934;3.38;0.62;9.9;5;2113
0.39;8.7;0.051;32.0;141.0;0.9961;3.38;0.53;10.5;6;27
0.34;1.0;0.037;45.0;79.0;0.98949;2.96;0.5;11.7;6;3706
0.28;4.5;0.051;14.0;92.0;0.99224;3.36;0.58;11.9;6;4436
0.36;2.1;0.034;30.0;177.0;0.99085;3.25;0.4;11.9;8;837
0.3;8.0;0.028;33.0;122.0;0.99164;3.13;0.63;12.6;7;3693
0.39;1.8;0.043;21.0;159.0;0.9948;3.52;0.47;10.0;5;2008
0.67;8.3;0.053;10.0;100.0;0.9959;3.19;0.5;10.9;5;4808
0.29;2.25;0.037;8.0;210.0;0.9937;3.19;0.62;9.9;5;503
0.5;1.5;0.045;30.0;133.0;0.99104;3.25;0.48;11.7;5;3097
0.21;1.5;0.044;21.0;110.0;0.99138;3.3;0.57;11.0;6;4078
0.44;1.4;0.045;21.0;98.0;0.9924;3.15;0.46;10.0;7;380
0.46;4.7;0.029;21.0;94.0;0.991;3.29;0.62;12.3;6;1851
0.74;12.5;0.037;47.0;156.0;0.9981;3.04;0.44;8.7;5;1525
0.35;1.6;0.092;24.0;138.0;0.99438;3.19;0.44;9.8;5;2365
0.21;5.1;0.097;21.0;105.0;0.9939;3.07;0.46;9.6;5;4189
0.32;7.75;0.032;30.0;114.0;0.99158;3.12;0.64;12.8;7;2884
0.29;4.8;0.06;27.0;156.0;0.99572;3.49;0.59;10.3;6;2340
0.22;1.6;0.027;18.0;89.0;0.9893;3.51;0.38;12.5;7;374
0.53;12.7;0.047;60.5;156.0;0.9984;3.06;0.45;9.1;6;4535
0.42;5.1;0.042;37.0;144.0;0.99518;3.5;0.59;10.2;6;2381
0.57;10.7;0.056;66.0;171.0;0.99464;3.25;0.61;10.4;7;4226
0.29;15.3;0.044;39.0;194.0;0.9982;3.06;0.47;9.6;7;939
0.24;3.4;0.053;20.0;119.0;0.99373;3.11;0.52;9.2;6;3717
0.19;10.5;0.06;15.0;82.0;0.99588;3.13;0.38;9.9;4;4074
0.37;1.3;0.036;45.0;125.0;0.98964;3.19;0.51;12.4;7;2799
0.2;15.6;0.04;20.0;142.0;0.9962;3.1;0.54;10.6;5;2147
0.41;12.9;0.044;79.5;183.0;0.99742;3.24;0.78;10.2;6;3685
0.22;12.7;0.058;24.0;183.0;0.9956;3.32;0.42;11.7;6;4519
0.35;1.2;0.052;39.0;141.0;0.99108;3.44;0.69;11.3;6;4342
0.18;1.4;0.029;26.0;104.0;0.9906;3.44;0.37;11.0;6;2068
0.47;4.5;0.03;19.0;112.0;0.9922;3.56;0.45;11.2;6;529
0.24;1.6;0.039;29.0;140.0;0.99304;3.35;0.61;10.4;7;3601
0.28;4.7;0.037;39.0;133.0;0.9931;3.41;0.46;10.8;7;636
0.56;13.8;0.048;55.0;190.0;0.9993;3.07;0.58;9.4;6;1269
0.56;11.9;0.043;66.0;230.0;0.9972;3.02;0.63;9.3;5;185
0.37;1.6;0.087;27.0;177.0;0.99438;3.09;0.5;9.8;5;3686
0.3;9.2;0.018;23.0;96.0;0.9938;3.08;0.29;11.0;6;3782
0.22;5.7;0.047;42.0;146.0;0.9934;3.18;0.55;9.9;6;3333
0.27;9.05;0.039;37.0;128.0;0.9936;3.27;0.34;11.3;8;1797
0.26;7.9;0.034;39.0;123.0;0.99119;2.99;0.3;12.2;7;2979
0.24;1.4;0.057;17.0;117.0;0.9928;3.16;0.35;10.5;5;1441
0.28;14.7;0.051;29.0;149.0;0.99792;2.96;0.39;9.0;7;3741
0.4;1.2;0.076;47.0;130.0;0.99185;3.13;0.45;10.3;6;4776
0.49;1.5;0.031;17.0;122.0;0.9932;3.03;0.4;10.3;6;1535
0.3;1.8;0.039;30.0;105.0;0.98995;3.48;0.52;12.5;7;3322
0.47;1.1;0.037;23.0;126.0;0.9938;3.21;0.42;10.9;5;1273
0.19;7.1;0.048;36.0;110.0;0.99438;3.26;0.41;9.5;6;3966
0.29;7.5;0.049;38.0;158.0;0.9965;3.43;0.38;9.6;5;607
0.36;2.6;0.051;26.0;126.0;0.99097;3.32;0.53;12.7;6;3268
0.37;3.0;0.061;25.0;178.0;0.995;3.22;0.51;10.0;6;1712
0.42;11.3;0.049;77.0;231.0;0.9966;3.24;0.52;9.5;6;2199
0.26;1.9;0.043;15.0;134.0;0.9936;3.08;0.38;9.5;5;955
0.56;1.7;0.156;49.0;106.0;0.99354;3.1;0.37;9.2;6;2579
0.28;4.1;0.03;22.0;86.0;0.99062;3.31;0.38;11.7;7;4103
0.29;2.0;0.044;15.0;96.0;0.99232;3.23;0.64;10.4;8;4339
0.32;18.75;0.047;32.0;193.0;1.00014;3.1;0.5;9.3;7;3262
0.28;4.4;0.032;19.0;78.0;0.99036;3.11;0.62;12.9;6;3560
0.31;18.2;0.046;55.0;252.0;1.0;3.07;0.56;8.7;5;403
0.26;5.2;0.04;31.0;140.0;0.995;3.26;0.68;9.5;6;2071
0.36;8.2;0.028;44.0;111.0;0.99272;3.14;0.41;12.4;6;4662
0.27;6.3;0.048;30.0;143.0;0.9966;3.25;0.5;9.1;6;1977
0.04;1.4;0.036;43.0;119.0;0.9894;3.36;0.33;12.1;8;158
0.24;1.2;0.044;20.0;102.0;0.9929;3.28;0.42;10.9;5;1748
0.3;1.0;0.031;23.0;73.0;0.99032;3.23;0.52;11.3;6;2909
0.29;9.5;0.042;56.0;157.0;0.99586;3.11;0.51;10.1;6;3412
0.35;12.8;0.048;63.0;229.0;0.9975;3.08;0.4;8.9;5;902
0.3;2.5;0.071;27.0;128.0;0.9924;3.14;0.51;9.6;6;352
0.3;13.0;0.043;46.0;238.0;0.9986;3.06;0.41;8.7;6;1230
0.26;14.7;0.045;53.0;125.0;0.998365;2.99;0.69;9.4;6;4579
0.35;15.3;0.056;31.0;117.0;0.9998;3.27;0.5;9.6;5;2140
0.36;20.8;0.031;40.0;139.0;0.9975;3.2;0.33;11.0;6;444
0.3;2.3;0.048;40.0;150.0;0.98944;3.29;0.46;12.2;6;4846
0.47;2.2;0.11;14.0;138.0;0.9932;3.09;0.5;9.1;5;754
0.3;9.6;0.057;50.0;185.0;0.9978;3.39;0.38;9.6;6;1737
0.24;1.7;0.05;10.0;112.0;0.99286;3.11;0.43;9.9;5;2971
0.0;0.8;0.032;12.0;82.0;0.99286;3.25;0.36;8.8;5;4877
0.4;11.9;0.032;13.0;92.0;0.99629;3.01;0.46;10.8;4;2920
0.14;8.3;0.032;35.0;164.0;0.9918;3.53;0.51;12.5;8;311
0.31;1.7;0.044;30.0;127.0;0.9928;3.49;0.5;10.2;7;548
0.25;2.0;0.042;12.0;110.0;0.99034;3.02;0.54;11.4;6;4584
0.33;6.0;0.036;30.0;111.0;0.99362;3.32;0.58;10.15;7;4668
0.3;3.3;0.034;30.0;102.0;0.9912;3.08;0.31;12.3;7;1989
0.24;6.7;0.058;40.0;163.0;0.995;3.2;0.41;9.9;5;306
0.34;10.2;0.048;50.0;118.0;0.99716;3.18;0.51;10.3;5;2335
0.58;17.5;0.041;51.0;225.0;0.9997;3.16;0.66;9.5;6;694
0.32;2.0;0.051;29.0;130.0;0.99354;3.3;0.5;10.4;6;2356
0.28;1.6;0.052;46.0;169.0;0.9926;3.05;0.41;10.5;5;1927
0.31;1.7;0.052;50.0;183.0;0.9923;3.03;0.42;11.2;5;684
0.42;7.35;0.025;51.0;175.0;0.9928;3.04;0.32;11.4;6;749
0.39;11.9;0.057;51.0;221.0;0.99851;3.26;0.51;8.9;6;3135
0.34;4.2;0.028;36.0;116.0;0.991;2.99;0.41;12.3;8;1266
0.36;6.6;0.042;34.0;116.0;0.99123;2.97;0.31;12.2;8;3172
0.32;7.8;0.052;52.0;183.0;0.99657;3.39;0.65;9.5;5;3407
0.27;13.9;0.057;45.0;155.0;0.99807;2.94;0.41;8.8;8;4337
0.79;1.4;0.194;23.0;90.0;0.99212;3.17;0.46;10.5;6;3848
0.32;4.5;0.024;28.0;94.0;0.98906;3.25;0.52;13.7;7;3083
0.54;7.0;0.046;58.0;176.0;0.99454;3.19;0.7;10.4;5;3061
0.29;1.2;0.045;69.0;152.0;0.99178;3.76;0.63;11.0;7;3025
0.01;1.5;0.017;25.0;102.0;0.9894;3.38;0.36;12.3;7;970
0.4;1.5;0.044;48.0;143.0;0.9912;3.54;0.52;12.4;7;13
0.47;1.4;0.037;5.0;33.0;0.9939;2.89;0.28;9.6;3;873
0.17;12.0;0.046;65.0;246.0;0.9976;3.15;0.38;9.0;6;808
0.32;9.0;0.036;34.0;115.0;0.9952;3.17;0.39;10.3;7;514
0.31;5.0;0.043;54.0;170.0;0.9924;3.28;0.52;11.0;6;4386
0.42;1.8;0.031;30.0;93.0;0.9917;3.09;0.39;11.4;5;409
0.14;4.4;0.184;35.0;168.0;0.99396;2.93;0.45;9.4;6;3288
0.02;11.1;0.036;20.0;114.0;0.99248;3.75;0.44;12.4;6;4259
0.88;6.2;0.049;20.0;124.0;0.9968;2.99;0.51;9.9;4;207
0.39;17.3;0.052;22.0;126.0;0.99888;3.11;0.47;9.2;6;3113
0.32;1.0;0.053;31.0;218.5;0.9924;3.29;0.72;9.8;6;458
0.28;7.2;0.06;41.0;132.0;0.9935;3.08;0.59;11.3;6;3350
0.17;8.3;0.042;61.0;195.0;0.99577;3.22;0.46;9.4;5;2430
0.35;7.2;0.046;45.0;178.0;0.9955;3.14;0.53;9.7;5;3534
0.54;8.5;0.082;64.0;163.0;0.9959;2.89;0.39;8.8;6;110
0.3;1.2;0.037;11.0;95.0;0.98914;2.96;0.36;12.5;6;3615
0.3;3.8;0.036;34.0;88.0;0.99028;3.25;0.63;12.5;7;3906
0.42;14.3;0.045;45.0;213.0;0.9991;3.18;0.63;9.2;5;1883
0.27;6.2;0.059;23.0;136.0;0.9957;3.3;0.49;10.1;6;1713
0.28;5.7;0.033;39.0;204.0;0.99176;3.17;0.64;12.5;6;3822
0.23;2.9;0.039;10.0;108.0;0.99243;3.28;0.5;10.0;5;3751
0.34;1.6;0.028;32.0;118.0;0.9901;3.0;0.38;12.1;7;552
0.49;7.6;0.052;67.0;226.0;0.9956;3.16;0.47;8.9;5;1439
0.25;1.4;0.051;41.0;107.0;0.99382;3.53;0.66;10.5;7;2270
0.46;6.2;0.056;42.0;241.0;0.9968;3.5;0.6;9.9;5;2821
0.04;1.3;0.058;25.0;133.0;0.99271;3.17;0.39;10.2;4;4686
0.58;1.4;0.204;15.0;97.0;0.9931;3.16;0.43;10.0;6;1925
0.28;4.5;0.033;46.0;150.0;0.9933;3.43;0.49;10.9;6;634
0.31;1.8;0.033;45.0;142.0;0.98984;3.35;0.5;12.7;6;4709
0.34;4.7;0.031;34.0;134.0;0.9927;3.21;0.38;10.6;6;316
0.26;8.6;0.048;47.0;206.0;0.9964;3.26;0.36;9.1;5;4137
0.27;3.2;0.032;13.0;73.0;0.98942;2.9;0.69;12.6;7;4608
0.33;1.2;0.028;13.0;81.0;0.9902;3.37;0.38;11.7;6;1328
0.5;13.3;0.053;48.0;194.0;0.9974;3.09;0.45;9.4;5;427
0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6;3257
0.32;14.4;0.051;34.0;109.0;0.9974;3.2;0.35;9.2;6;105
0.41;16.8;0.037;58.0;173.0;0.99882;3.25;0.57;9.4;6;3041
0.4;1.2;0.039;38.0;107.0;0.992;3.21;0.54;10.8;6;142
0.3;12.8;0.053;48.5;229.0;0.9986;3.14;0.49;9.1;7;2169
0.31;10.2;0.069;58.0;170.0;0.99692;3.18;0.49;9.4;5;3878
0.62;11.8;0.044;52.0;152.0;0.9975;3.12;0.46;8.7;6;89
0.28;2.2;0.019;15.0;65.0;0.9902;3.06;0.52;11.2;6;2918
0.19;7.8;0.04;48.0;184.0;0.99579;3.16;0.5;9.4;5;2241
0.41;7.0;0.046;59.0;194.0;0.99558;3.14;0.48;9.4;5;3292
0.27;4.7;0.031;31.0;92.0;0.9922;3.01;0.33;12.0;6;2163
0.27;11.4;0.034;40.0;174.0;0.99773;3.2;0.44;9.0;5;2636
0.44;6.7;0.054;29.0;160.0;0.9952;3.04;0.44;9.6;5;1949
0.07;1.4;0.048;58.0;144.0;0.9922;3.17;0.38;10.0;5;1768
0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6;3260
0.28;8.5;0.035;28.0;108.0;0.99486;3.4;0.42;10.4;6;2272
0.34;1.6;0.049;14.0;132.0;0.994;3.3;0.49;9.5;6;1
0.26;6.3;0.043;28.0;113.0;0.9936;3.06;0.58;9.9;6;3169
0.39;13.7;0.058;26.0;172.0;0.99755;2.9;0.46;9.0;6;4855
0.46;1.4;0.046;34.0;185.0;0.9966;3.02;0.49;10.2;4;1951
0.19;7.1;0.048;36.0;110.0;0.99438;3.26;0.41;9.5;6;3958
0.53;1.4;0.142;5.0;69.0;0.9926;3.14;0.52;10.1;4;4213
0.3;4.6;0.027;29.0;92.0;0.99085;3.15;0.38;12.0;7;2720
0.26;1.1;0.033;38.0;67.0;0.98954;3.14;0.38;11.5;6;3364
0.4;2.4;0.054;18.0;151.0;0.9952;3.04;0.46;9.3;4;1109
0.41;7.8;0.046;52.0;171.0;0.99537;3.12;0.51;9.6;5;3464
0.37;1.2;0.037;48.0;119.0;0.992;3.32;0.49;10.9;6;591
0.33;3.0;0.036;35.0;132.0;0.9928;3.25;0.4;11.0;6;1695
0.29;13.65;0.048;52.0;189.0;0.99784;3.0;0.6;9.5;6;3337
0.27;0.7;0.03;11.0;68.0;0.99218;3.3;0.41;9.8;5;2936
0.36;1.6;0.052;23.0;72.0;0.98974;3.1;0.5;11.5;7;4124
0.33;2.9;0.044;21.0;73.0;0.98896;3.17;0.32;12.9;8;3291
0.49;1.4;0.05;20.0;74.0;0.9931;3.32;0.44;9.8;6;1576
0.26;6.8;0.034;36.0;120.0;0.99188;3.38;0.4;11.5;6;3819
0.29;5.3;0.051;31.0;122.0;0.9944;3.44;0.37;9.7;6;213
0.37;15.0;0.053;59.0;178.0;0.9992;3.37;0.82;9.5;7;778
0.02;0.8;0.038;22.0;63.0;0.9932;3.36;0.36;9.3;5;1415
0.23;3.5;0.038;23.0;112.0;0.99157;3.05;0.37;11.3666666666667;6;4372
0.34;2.7;0.03;30.0;107.0;0.992;2.97;0.53;11.0;6;2043
0.07;1.5;0.033;55.0;144.0;0.99208;3.16;0.42;10.0;5;2848
0.22;12.8;0.039;51.0;150.0;0.99535;3.23;0.43;10.7;6;4449
0.16;2.7;0.036;34.0;128.0;0.98856;3.2;0.53;13.2;8;3665
0.26;9.2;0.027;37.0;122.0;0.99228;3.06;0.34;12.5;8;3681
0.49;1.8;0.055;19.0;110.0;0.9946;3.33;0.44;9.9;5;1567
0.36;13.0;0.051;72.0;177.0;0.9972;3.16;0.49;9.8;5;165
0.3;5.3;0.038;20.0;125.0;0.99204;3.36;0.73;12.6;6;4623
0.15;1.45;0.038;10.0;44.0;0.99125;3.52;0.4;11.6;4;4839
0.29;6.1;0.046;29.0;134.0;0.99462;3.48;0.57;10.7;6;4825
0.31;12.4;0.059;52.0;181.0;0.9984;3.51;0.47;9.8;6;1343
0.22;16.7;0.046;38.0;133.0;0.9979;3.22;0.67;10.4;6;2013
0.3;5.1;0.057;30.0;123.0;0.9949;3.24;0.38;9.0;5;273
0.23;4.6;0.061;50.5;238.5;0.9958;3.32;0.6;9.5;5;71
0.33;1.4;0.042;24.0;183.0;0.99215;3.29;0.46;10.7;5;3753
0.32;1.3;0.037;39.0;123.0;0.992;3.17;0.42;11.2;8;1087
0.51;11.8;0.044;62.0;163.0;0.9976;3.19;0.44;8.8;5;394
0.22;10.7;0.042;26.0;81.0;0.9954;2.86;0.36;9.7;6;583
0.24;3.8;0.058;19.0;115.0;0.9958;3.15;0.45;8.9;5;1367
0.4;8.1;0.046;68.0;170.0;0.99494;3.15;0.5;9.55;6;4885
0.3;5.4;0.045;26.0;105.0;0.99469;3.32;0.45;9.3;5;3948
0.42;7.1;0.045;62.0;209.0;0.99544;3.2;0.53;9.5;6;2548
0.26;6.8;0.049;22.0;93.0;0.9928;3.15;0.42;11.0;6;4286
0.2;8.0;0.047;35.0;111.0;0.99445;3.11;0.42;10.4;6;4799
0.31;6.3;0.034;17.0;103.0;0.99305;3.15;0.52;11.4;7;3003
0.32;12.5;0.035;18.0;156.0;0.99666;2.88;0.36;9.0;6;4693
0.32;5.8;0.04;16.0;112.0;0.993;3.04;0.58;11.2;5;4606
0.35;4.6;0.032;32.0;148.0;0.99458;3.15;0.45;11.5;7;3410
0.3;10.9;0.037;18.0;112.0;0.997;3.4;0.5;9.6;6;1763
0.38;16.05;0.058;16.0;165.0;0.9997;3.38;0.6;9.2;5;1875
0.38;6.8;0.036;64.0;245.0;0.9951;3.06;0.36;9.3;6;1259
0.16;5.9;0.048;14.0;125.0;0.99428;3.09;0.49;9.8;5;4443
0.18;7.7;0.048;45.0;186.0;0.9962;3.23;0.47;9.0;5;2253
0.6;65.8;0.074;8.0;160.0;1.03898;3.39;0.69;11.7;6;2781
0.46;5.0;0.04;3.0;29.0;0.9906;3.04;0.53;12.5;4;526
0.24;5.1;0.036;43.0;131.0;0.99186;3.24;0.44;11.3;6;3828
0.28;8.3;0.026;27.0;107.0;0.99308;3.36;0.37;11.0;6;2946
0.44;1.4;0.045;21.0;98.0;0.9924;3.15;0.46;10.0;7;377
0.49;1.0;0.036;14.0;56.0;0.992;2.96;0.33;10.5;4;1559
0.35;2.5;0.04;41.0;186.0;0.99128;3.32;0.56;12.5;6;3688
0.55;16.6;0.056;53.0;238.0;1.0017;2.96;0.58;8.7;6;1963
0.41;1.3;0.036;42.0;118.0;0.99018;3.04;0.64;11.75;6;4640
0.46;13.6;0.052;38.0;118.0;0.998;3.15;0.5;10.0;6;348
0.27;17.5;0.045;48.0;253.0;1.00014;3.02;0.56;9.1;6;2434
0.2;14.9;0.06;37.0;162.0;0.9983;3.13;0.45;9.0;4;2246
0.26;12.5;0.049;52.5;120.0;0.99691;3.08;0.45;9.4;6;4075
0.3;13.6;0.055;50.0;180.0;0.9984;3.44;0.39;9.8;5;1709
0.34;7.5;0.048;29.0;152.0;0.9962;3.1;0.54;9.0;5;1050
0.5;14.5;0.059;6.0;148.0;0.9983;2.94;0.44;9.1;5;590
0.34;12.6;0.048;7.0;41.0;0.9942;3.19;0.4;11.7;5;519
0.32;2.8;0.046;18.0;80.0;0.99043;2.92;0.47;11.05;6;4407
0.35;1.5;0.047;40.0;117.0;0.99111;3.07;0.72;11.1;6;4003
0.31;1.5;0.035;17.0;83.0;0.99076;3.32;0.44;11.1;7;2477
0.37;16.95;0.048;43.0;190.0;0.9995;3.03;0.42;9.2;6;1083
0.24;4.1;0.051;34.0;149.0;0.99306;3.36;0.52;11.0;5;4466
0.32;1.0;0.041;39.0;120.0;0.99004;3.06;0.37;12.2;6;4683
0.28;2.2;0.04;24.0;125.0;0.9917;3.19;0.48;10.5;6;4423
0.22;4.2;0.031;10.0;102.0;0.993;3.0;0.86;11.6;4;1294
0.43;15.0;0.053;60.0;184.0;1.0008;3.28;0.79;8.8;6;1809
0.3;2.0;0.033;28.0;92.0;0.99225;3.39;0.69;10.9;7;791
0.08;4.9;0.046;34.0;144.0;0.99445;3.1;0.56;10.0;5;792
0.27;8.6;0.044;45.0;104.0;0.99454;3.2;0.37;9.9;6;3986
0.28;14.0;0.053;83.0;197.0;0.9981;3.14;0.45;9.8;6;1855
0.3;14.2;0.056;53.0;212.5;0.999;3.14;0.46;8.9;8;1980
0.12;1.3;0.009;65.0;100.0;0.9874;3.26;0.37;13.5;5;3773
0.1;1.3;0.036;11.0;74.0;0.99082;3.48;0.54;11.2;4;4253
0.74;12.5;0.037;47.0;156.0;0.9981;3.04;0.44;8.7;5;1530
0.32;5.9;0.037;39.0;97.0;0.9934;3.31;0.4;11.6;6;1410
0.42;11.8;0.041;32.0;193.0;0.99624;3.04;0.49;10.0;6;4211
0.46;12.0;0.042;61.0;210.0;0.997;3.17;0.59;9.7;6;4557
0.3;8.2;0.047;42.0;207.0;0.9966;3.33;0.46;9.5;6;83
0.42;14.4;0.04;49.0;173.0;0.9994;3.28;0.82;9.0;7;868
0.22;13.3;0.048;46.0;212.0;0.99942;3.47;0.59;10.0;5;2350
0.48;1.2;0.029;29.0;75.0;0.9892;3.33;0.39;12.8;8;20
0.34;5.0;0.032;36.0;93.0;0.99012;3.27;0.36;13.5;7;3303
0.32;7.2;0.028;15.0;83.0;0.993;3.13;0.55;10.9;8;2795
0.26;4.5;0.053;17.0;126.0;0.9943;3.24;0.46;9.1;5;4484
0.49;1.5;0.027;26.0;126.0;0.99;3.3;0.33;12.2;7;1562
0.45;2.3;0.045;40.0;118.0;0.99064;3.16;0.48;11.9;7;3093
0.34;7.4;0.02;38.0;133.0;0.99212;3.18;0.44;12.0;7;3155
0.33;1.9;0.028;23.0;93.0;0.991;3.34;0.7;12.0;7;973
0.24;1.6;0.032;10.0;67.0;0.9924;3.08;0.47;10.5;5;1710
0.44;6.5;0.027;47.0;126.0;0.99124;2.96;0.37;12.5;6;3201
0.23;16.2;0.055;36.0;176.0;0.9986;3.26;0.54;9.1;5;3845
0.46;8.4;0.05;58.0;180.0;0.99495;3.18;0.46;9.7;6;4723
0.25;10.6;0.039;32.0;120.0;0.9962;3.31;0.34;10.1;6;1098
0.36;8.8;0.026;13.0;60.0;0.9956;3.13;0.35;11.05;5;4539
0.31;5.6;0.049;24.0;97.0;0.993;3.1;0.42;10.9;5;2844
0.31;1.6;0.04;39.0;173.0;0.9918;3.19;0.51;11.4;6;886
0.22;16.65;0.044;39.0;110.0;0.99855;3.24;0.48;9.0;6;3553
0.37;9.7;0.032;17.0;50.0;0.9932;3.08;0.66;12.0;6;4492
0.32;12.2;0.041;43.0;127.0;0.99524;3.23;0.53;10.4;7;4630
0.24;5.4;0.035;33.0;115.0;0.9901;3.12;0.44;12.8933333333333;7;4315
0.26;2.2;0.051;28.0;167.0;0.9926;3.37;0.47;10.4;6;515
0.25;9.8;0.04;28.0;191.0;0.9971;3.28;0.61;9.2;5;737
0.49;14.0;0.034;37.0;156.0;0.9958;3.14;0.38;11.8;7;1453
0.23;3.3;0.052;34.0;113.0;0.99429;3.16;0.48;8.4;5;3835
0.04;0.8;0.032;8.0;50.0;0.99036;3.14;0.4;11.0;4;4609
0.34;7.7;0.044;63.0;212.0;0.99526;3.22;0.48;9.7;6;2506
0.28;9.8;0.039;29.0;113.0;0.99406;3.11;0.45;10.9;7;2994
0.28;12.0;0.056;23.0;174.0;0.9986;3.31;0.55;9.3;5;2126
0.33;1.6;0.028;13.0;59.0;0.98975;3.3;0.84;11.9;8;2926
0.28;2.5;0.035;18.0;73.0;0.98868;3.1;0.47;12.8;7;4653
0.45;1.3;0.048;8.0;72.0;0.9944;3.08;0.61;10.3;4;906
0.27;6.3;0.028;40.0;132.0;0.99186;3.37;0.4;11.6;6;3524
0.41;2.1;0.054;24.0;166.0;0.9948;3.48;0.62;10.5;6;1030
0.31;5.2;0.032;36.0;140.0;0.99166;3.35;0.47;12.3;7;2507
0.26;1.5;0.04;32.0;172.0;0.99194;3.27;0.48;11.2;6;2428
0.35;1.6;0.039;24.0;147.0;0.9935;2.96;0.36;10.0;5;947
0.2;1.0;0.053;26.0;112.0;0.99336;3.32;0.55;9.1;5;3674
0.47;15.6;0.063;27.0;173.0;0.99872;3.18;0.56;9.0;5;3928
0.27;1.7;0.038;41.0;150.0;0.9933;3.49;0.71;10.5;7;715
0.3;6.2;0.04;49.0;139.0;0.99021;3.17;0.27;13.6;6;3916
0.35;5.5;0.043;21.0;114.0;0.9938;3.3;0.53;10.7;7;686
