fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;alcohol;quality;taste
6.8;0.12;0.31;5.2;0.045;29.0;120.0;9.8;7;770
6.5;0.28;0.28;8.5;0.047;54.0;210.0;8.9;4;189
6.7;0.21;0.48;14.8;0.05;31.0;195.0;8.8;6;3413
6.0;0.21;0.34;2.0;0.042;63.0;123.0;11.4;6;2819
3.9;0.225;0.4;4.2;0.03;29.0;118.0;12.8;8;4787
6.2;0.15;0.27;1.4;0.041;51.0;117.0;11.2;6;2834
6.9;0.3;0.25;3.3;0.041;26.0;124.0;9.3;6;2699
5.7;0.265;0.28;6.9;0.036;46.0;150.0;10.8;7;3727
6.1;0.38;0.42;5.0;0.016;31.0;113.0;12.4;7;2980
6.6;0.17;0.35;2.6;0.03;33.0;78.0;11.3;6;3090
8.6;0.265;0.36;1.2;0.034;15.0;80.0;11.4;7;97
6.3;0.27;0.49;1.2;0.063;35.0;92.0;12.2;6;1446
6.2;0.25;0.25;1.4;0.03;35.0;105.0;11.1;7;214
7.6;0.1;0.33;1.0;0.031;33.0;93.0;11.2;6;2676
7.6;0.56;0.12;10.4;0.096;22.0;177.0;9.1;4;626
9.4;0.28;0.3;1.6;0.045;36.0;139.0;9.3;5;2312
7.9;0.46;0.32;4.1;0.033;40.0;138.0;12.8;7;1184
7.8;0.27;0.35;1.2;0.05;36.0;140.0;11.2;5;4191
8.6;0.23;0.4;4.2;0.035;17.0;109.0;9.7;5;11
6.7;0.54;0.27;7.1;0.049;8.0;178.0;9.4;4;2532
7.6;0.48;0.28;10.4;0.049;57.0;205.0;9.3;5;2260
7.3;0.22;0.5;13.7;0.049;56.0;189.0;9.0;6;1919
5.8;0.31;0.31;7.5;0.052;55.0;230.0;9.8;5;4520
7.6;0.23;0.64;12.9;0.033;54.0;170.0;8.8;5;2556
6.1;0.22;0.49;1.5;0.051;18.0;87.0;9.6;5;1431
5.4;0.5;0.13;5.0;0.028;12.0;107.0;13.5;7;2594
6.5;0.24;0.39;17.3;0.052;22.0;126.0;9.2;6;3124
7.7;0.26;0.51;2.6;0.045;26.0;159.0;11.2;6;3105
8.6;0.18;0.4;1.1;0.04;20.0;107.0;10.2;7;919
8.9;0.26;0.33;8.1;0.024;47.0;202.0;10.8;6;2607
6.2;0.3;0.49;11.2;0.058;68.0;215.0;9.4;6;2511
6.9;0.32;0.26;8.3;0.053;32.0;180.0;9.2;6;270
6.3;0.32;0.32;1.5;0.03;24.0;101.0;13.0;5;3261
6.9;0.28;0.31;7.2;0.04;47.0;168.0;10.6;7;2296
5.9;0.2;0.23;1.5;0.037;38.0;93.0;12.0;6;3852
7.0;0.24;0.35;1.0;0.032;42.0;104.0;11.7;7;3585
6.6;0.32;0.33;2.5;0.052;40.0;210.0;10.0;5;2446
5.6;0.39;0.24;4.7;0.034;27.0;77.0;12.7;5;1602
7.7;0.23;0.31;10.7;0.038;59.0;186.0;9.5;6;2114
7.0;0.19;0.23;5.7;0.123;27.0;104.0;9.4;6;1836
7.4;0.18;0.29;1.4;0.042;34.0;101.0;10.5;7;2251
7.2;0.25;0.28;14.4;0.055;55.0;205.0;9.0;7;1691
6.9;0.22;0.49;7.0;0.063;50.0;168.0;10.3;6;1572
7.1;0.31;0.5;14.5;0.059;6.0;148.0;9.1;5;590
5.3;0.16;0.39;1.0;0.028;40.0;101.0;10.6;6;2853
8.3;0.27;0.45;1.3;0.048;8.0;72.0;10.3;4;906
6.2;0.45;0.73;7.2;0.099;47.0;202.0;9.2;5;2371
7.1;0.38;0.4;2.2;0.042;54.0;201.0;11.4;5;3254
6.8;0.22;0.3;13.6;0.055;50.0;180.0;9.8;5;1709
5.6;0.28;0.4;6.1;0.034;36.0;118.0;12.1;7;3167
5.6;0.18;0.58;1.25;0.034;29.0;129.0;12.0;7;2856
7.6;0.18;0.49;18.05;0.046;36.0;158.0;9.2;5;1566
7.7;0.28;0.58;12.1;0.046;60.0;177.0;8.9;5;2226
6.6;0.25;0.51;8.0;0.047;61.0;189.0;9.2;5;2800
6.4;0.31;0.28;2.5;0.039;34.0;137.0;12.7;6;4351
7.8;0.28;0.25;3.4;0.024;27.0;99.0;13.0;6;3540
6.0;0.34;0.66;15.9;0.046;26.0;164.0;8.8;6;99
6.4;0.24;0.26;8.2;0.054;47.0;182.0;9.5;5;4325
6.9;0.45;0.27;4.7;0.035;17.0;80.0;12.5;7;4104
7.9;0.16;0.3;7.4;0.05;58.0;152.0;9.5;6;2767
8.0;0.2;0.3;8.1;0.037;42.0;130.0;11.8;6;2320
7.0;0.24;0.3;12.3;0.035;72.0;172.0;10.4;6;3897
6.6;0.22;0.58;1.1;0.133;52.0;136.0;9.1;5;1744
6.8;0.21;0.55;14.6;0.053;34.0;159.0;9.2;5;2310
7.1;0.36;0.28;2.4;0.036;35.0;115.0;13.5;7;3507
5.2;0.36;0.02;1.6;0.031;24.0;104.0;12.2;6;528
7.0;0.28;0.33;14.6;0.043;47.0;168.0;8.8;6;2005
7.6;0.39;0.22;2.8;0.036;19.0;113.0;10.2;5;1015
6.4;0.38;0.19;4.5;0.038;36.0;119.0;11.2;6;4620
6.8;0.26;0.44;8.2;0.046;52.0;183.0;9.4;5;2801
5.7;0.32;0.5;2.6;0.049;17.0;155.0;10.0;6;378
6.6;0.28;0.41;7.0;0.046;59.0;194.0;9.4;5;3295
8.8;0.24;0.23;10.3;0.032;12.0;97.0;10.7;6;2472
8.1;0.2;0.36;9.7;0.044;63.0;162.0;10.0;6;1315
5.7;0.4;0.35;5.1;0.026;17.0;113.0;12.4;6;4814
7.9;0.3;0.6;1.85;0.048;13.0;106.0;11.85;5;4730
6.8;0.19;0.58;14.2;0.038;51.0;164.0;9.6;6;501
5.7;0.2;0.3;2.5;0.046;38.0;125.0;9.9;6;3226
7.5;0.23;0.68;11.0;0.047;37.0;133.0;8.8;5;612
6.6;0.17;0.26;7.4;0.052;45.0;128.0;10.0;6;4759
7.7;0.3;0.42;14.3;0.045;45.0;213.0;9.2;5;1883
5.7;0.1;0.27;1.3;0.047;21.0;100.0;9.5;5;1128
7.1;0.29;0.34;7.8;0.036;49.0;128.0;10.7;6;2944
6.5;0.425;0.4;13.1;0.038;59.0;241.0;9.0;5;132
7.3;0.49;0.32;5.2;0.043;18.0;104.0;10.7;4;1042
7.0;0.36;0.32;10.5;0.045;35.0;135.0;11.6;8;2776
5.8;0.28;0.18;1.2;0.058;7.0;108.0;9.55;4;4483
6.8;0.31;0.42;6.9;0.046;50.0;173.0;9.0;5;1964
6.3;0.2;0.3;5.9;0.034;35.0;152.0;8.5;6;2268
8.3;0.16;0.48;1.7;0.057;31.0;98.0;10.3;6;1012
6.6;0.15;0.34;1.0;0.037;45.0;79.0;11.7;6;3706
6.7;0.42;0.39;12.1;0.04;61.0;248.0;9.7;5;3774
6.7;0.41;0.27;2.6;0.033;25.0;85.0;11.7;6;4205
4.9;0.235;0.27;11.75;0.03;34.0;118.0;9.4;6;4889
6.5;0.22;0.25;17.1;0.05;44.0;138.0;8.8;5;2112
6.0;0.44;0.26;3.1;0.053;57.0;128.0;12.7;6;2916
6.6;0.16;0.32;1.4;0.035;49.0;186.0;12.4;8;437
7.2;0.19;0.31;1.6;0.062;31.0;173.0;11.7;6;50
6.2;0.36;0.27;3.2;0.032;13.0;73.0;12.6;7;4608
7.0;0.28;0.36;1.0;0.035;8.0;70.0;12.1;6;490
6.8;0.31;0.3;8.0;0.028;33.0;122.0;12.6;7;3684
10.2;0.44;0.88;6.2;0.049;20.0;124.0;9.9;4;207
7.8;0.29;0.36;7.0;0.042;38.0;161.0;11.2;8;1348
7.6;0.15;0.35;4.3;0.051;23.0;98.0;9.5;6;3178
6.2;0.32;0.12;4.8;0.054;6.0;97.0;9.3;5;4015
6.9;0.25;0.29;2.4;0.038;28.0;76.0;11.7;7;4785
6.0;0.28;0.27;15.5;0.036;31.0;134.0;13.0;7;3492
6.3;0.37;0.28;6.3;0.034;45.0;152.0;11.6;7;3002
7.0;0.35;0.17;1.1;0.049;7.0;119.0;9.7;6;2325
7.7;0.32;0.61;11.8;0.041;66.0;188.0;9.3;5;3625
6.6;0.435;0.38;9.2;0.058;66.0;243.0;9.1;6;3314
6.0;0.26;0.32;3.5;0.028;29.0;113.0;12.3;7;365
6.0;0.43;0.34;7.6;0.045;25.0;118.0;11.0;6;4859
6.7;0.34;0.3;8.5;0.059;24.0;152.0;11.0;7;2591
8.4;0.23;0.32;1.3;0.048;59.0;113.0;11.0;6;3866
6.4;0.15;0.4;1.5;0.042;23.0;87.0;12.2;7;3075
6.8;0.2;0.38;4.7;0.04;27.0;103.0;10.7;6;494
6.7;0.17;0.5;2.1;0.043;27.0;122.0;10.3;6;299
7.2;0.24;0.27;11.4;0.034;40.0;174.0;9.0;5;2636
5.8;0.2;0.27;1.4;0.031;12.0;77.0;10.9;7;247
6.2;0.22;0.28;2.2;0.04;24.0;125.0;10.5;6;4422
7.7;0.34;0.28;11.0;0.04;31.0;117.0;9.2;6;787
6.8;0.21;0.74;1.2;0.047;25.0;111.0;10.7;6;1592
6.9;0.4;0.56;11.2;0.043;40.0;142.0;8.7;5;244
6.8;0.22;0.36;1.2;0.052;38.0;127.0;9.2;5;4888
9.0;0.27;0.35;4.9;0.028;27.0;95.0;11.3;6;656
7.6;0.31;0.23;12.7;0.054;20.0;139.0;9.7;4;2493
5.7;0.21;0.25;1.1;0.035;26.0;81.0;11.4;6;2907
6.8;0.32;0.18;7.5;0.041;71.0;223.0;8.9;5;1145
6.6;0.18;0.26;17.3;0.051;17.0;149.0;9.4;6;4454
6.0;0.45;0.65;9.7;0.08;11.0;159.0;9.4;5;870
6.9;0.16;0.35;1.3;0.043;21.0;182.0;10.8;6;1324
7.3;0.3;0.22;6.4;0.056;44.0;168.0;10.1;6;582
7.5;0.22;0.32;2.4;0.045;29.0;100.0;11.3;7;3272
5.6;0.2;0.36;2.5;0.048;16.0;125.0;10.0;6;4874
5.3;0.24;0.33;1.3;0.033;25.0;97.0;11.0;8;1095
6.1;0.41;0.2;12.6;0.032;54.0;136.0;10.6;6;4816
7.2;0.3;0.26;1.5;0.041;46.0;178.0;11.3;6;2661
7.8;0.39;0.26;9.9;0.059;33.0;181.0;10.9;6;1770
8.9;0.3;0.35;4.6;0.032;32.0;148.0;11.5;7;3414
6.5;0.3;0.39;7.8;0.038;61.0;219.0;9.4;5;2611
6.6;0.32;0.36;8.0;0.047;57.0;168.0;9.6;5;4894
6.3;0.41;0.22;7.3;0.035;23.0;117.0;11.94;7;4318
6.8;0.14;0.35;1.5;0.047;40.0;117.0;11.1;6;4005
8.0;0.16;0.36;1.5;0.033;14.0;122.0;10.3;4;2119
7.1;0.26;0.19;8.2;0.051;53.0;187.0;9.7;5;2198
6.6;0.39;0.39;11.9;0.057;51.0;221.0;8.9;6;3140
9.3;0.34;0.49;7.3;0.052;30.0;146.0;10.2;5;1141
6.8;0.32;0.39;9.6;0.026;34.0;124.0;12.1;6;2976
7.8;0.2;0.24;1.6;0.026;26.0;189.0;12.1;7;1789
5.5;0.28;0.21;1.6;0.032;23.0;85.0;12.5;5;4064
8.9;0.21;0.37;1.2;0.028;20.0;93.0;11.5;5;2357
6.0;0.19;0.26;12.4;0.048;50.0;147.0;8.9;6;61
6.8;0.2;0.28;12.6;0.048;54.0;136.0;10.7;6;3356
7.0;0.61;0.26;1.7;0.051;25.0;161.0;10.6;4;1708
7.6;0.16;0.44;1.4;0.043;25.0;109.0;10.3;6;1010
7.0;0.44;0.24;12.1;0.056;68.0;210.0;9.5;5;4214
7.6;0.3;0.22;10.2;0.049;57.0;191.0;9.3;6;1800
7.6;0.29;0.49;9.6;0.03;45.0;197.0;12.3;7;1495
6.2;0.21;0.29;1.6;0.039;24.0;92.0;11.2;6;4893
8.9;0.3;0.35;4.6;0.032;32.0;148.0;11.5;7;3410
5.6;0.18;0.58;1.25;0.034;29.0;129.0;12.0;7;2866
6.5;0.41;0.24;14.0;0.048;24.0;113.0;9.8;6;447
6.8;0.19;0.33;1.3;0.031;22.0;87.0;12.3;7;3515
9.0;0.24;0.5;1.2;0.048;26.0;107.0;12.4;6;1334
6.0;0.2;0.26;6.8;0.049;22.0;93.0;11.0;6;4283
8.2;0.22;0.3;1.8;0.047;47.0;185.0;10.2;6;575
8.4;0.22;0.3;1.3;0.038;45.0;122.0;10.8;7;3953
6.5;0.34;0.46;1.0;0.023;6.0;80.0;12.9;6;3160
5.7;0.45;0.42;1.1;0.051;61.0;197.0;9.0;5;1947
6.6;0.22;0.29;14.4;0.046;39.0;118.0;9.1;6;2929
7.6;0.24;0.44;3.8;0.037;49.0;146.0;11.6;6;3191
6.9;0.21;0.33;1.8;0.034;48.0;136.0;12.6;7;93
6.4;0.37;0.19;3.5;0.068;18.0;101.0;9.0;6;4528
6.9;0.28;0.24;2.1;0.034;49.0;121.0;13.2;7;3373
6.2;0.2;0.28;1.1;0.039;24.0;78.0;12.1;6;4471
6.1;0.28;0.24;19.95;0.074;32.0;174.0;9.3;6;2489
6.1;0.22;0.38;2.8;0.144;12.0;65.0;11.4;6;3902
5.8;0.24;0.44;3.5;0.029;5.0;109.0;11.7;3;253
6.5;0.18;0.34;1.6;0.04;43.0;148.0;11.5;8;1715
8.2;0.68;0.3;2.1;0.047;17.0;138.0;10.8;4;1040
7.0;0.14;0.49;5.9;0.053;22.0;118.0;9.4;6;1623
6.9;0.27;0.49;23.5;0.057;59.0;235.0;8.6;5;1608
6.9;0.2;0.4;7.7;0.032;51.0;176.0;11.4;5;1301
7.5;0.26;0.25;1.7;0.038;29.0;129.0;10.4;6;2723
6.7;0.31;0.31;9.9;0.04;10.0;175.0;11.4;4;540
5.6;0.23;0.29;3.1;0.023;19.0;89.0;11.2;6;4208
5.3;0.47;0.1;1.3;0.036;11.0;74.0;11.2;4;4253
7.8;0.28;0.31;2.1;0.046;28.0;208.0;9.8;5;2598
8.4;0.3;0.25;17.75;0.047;25.0;218.0;9.1;5;2396
5.8;0.32;0.28;4.3;0.032;46.0;115.0;13.0;8;3667
7.6;0.31;0.24;1.8;0.037;39.0;150.0;11.8;7;3477
7.3;0.17;0.24;8.1;0.121;32.0;162.0;10.4;8;2522
6.6;0.23;0.37;8.5;0.036;46.0;153.0;9.4;6;3542
7.0;0.17;0.37;1.5;0.028;26.0;75.0;10.8;7;1201
7.4;0.19;0.3;12.8;0.053;48.5;229.0;9.1;7;2171
9.6;0.25;0.54;1.3;0.04;16.0;160.0;10.5;5;1312
6.2;0.2;0.32;2.8;0.05;17.0;126.0;9.4;6;4569
6.9;0.2;0.37;6.2;0.027;24.0;97.0;12.2;7;435
6.7;0.41;0.01;2.8;0.048;39.0;137.0;9.5;5;1604
8.5;0.19;0.56;17.3;0.055;47.0;169.0;9.3;6;2269
6.5;0.18;0.41;14.2;0.039;47.0;129.0;10.3;7;2617
6.5;0.25;0.27;15.2;0.049;75.0;217.0;9.9;5;992
5.7;0.46;0.46;1.4;0.04;31.0;169.0;8.8;5;2059
6.1;0.44;0.28;4.25;0.032;43.0;132.0;11.2666666666667;7;4615
7.6;0.2;0.39;2.6;0.044;30.0;180.0;10.8;7;1720
7.2;0.24;0.3;1.2;0.037;11.0;95.0;12.5;6;3615
7.4;0.2;1.66;2.1;0.022;34.0;113.0;12.2;6;745
7.3;0.32;0.48;13.3;0.06;57.0;196.0;9.2;5;119
6.9;0.22;0.31;6.3;0.029;41.0;131.0;10.8;6;2923
7.2;0.36;0.36;5.7;0.038;26.0;98.0;12.5;7;1915
8.9;0.13;0.49;1.0;0.028;6.0;24.0;9.9;5;1544
6.0;0.34;0.66;15.9;0.046;26.0;164.0;8.8;6;96
7.0;0.36;0.14;11.6;0.043;35.0;228.0;8.9;5;2244
7.3;0.19;0.68;1.5;0.05;31.0;156.0;9.4;6;1261
5.7;0.21;0.37;4.5;0.04;58.0;140.0;10.6;6;4675
7.1;0.34;0.31;5.2;0.032;36.0;140.0;12.3;7;2507
9.2;0.25;0.34;1.2;0.026;31.0;93.0;11.3;7;551
6.0;0.36;0.39;3.2;0.027;20.0;125.0;11.3;7;384
6.3;0.13;0.42;1.1;0.043;63.0;146.0;11.2;7;2553
7.1;0.23;0.24;5.4;0.039;60.0;196.0;10.0;4;2656
6.6;0.38;0.36;9.2;0.061;42.0;214.0;9.4;5;3278
6.3;0.22;0.28;2.4;0.042;38.0;102.0;11.6;7;3495
7.4;0.32;0.22;1.7;0.051;50.0;179.0;8.9;5;1767
6.7;0.31;0.44;6.7;0.054;29.0;160.0;9.6;5;1949
8.8;0.19;0.3;5.0;0.028;34.0;120.0;11.2;5;3401
7.6;0.18;0.28;7.1;0.041;29.0;110.0;9.2;6;2679
7.2;0.32;0.3;8.25;0.02;14.0;104.0;11.4;6;3019
8.1;0.12;0.49;1.2;0.042;43.0;160.0;9.7;6;1637
6.9;0.28;0.33;1.2;0.039;16.0;98.0;11.7;6;3486
5.7;0.28;0.3;3.9;0.026;36.0;105.0;12.75;6;4553
5.8;0.61;0.01;8.4;0.041;31.0;104.0;14.05;7;4503
7.2;0.18;0.31;1.1;0.045;20.0;73.0;10.8;7;1248
5.6;0.27;0.37;0.9;0.025;11.0;49.0;13.1;6;4681
7.9;0.25;0.34;11.4;0.04;53.0;202.0;9.6;6;2351
5.9;0.3;0.23;4.2;0.038;42.0;119.0;11.0;5;187
8.1;0.46;0.31;1.7;0.052;50.0;183.0;11.2;5;684
8.4;0.18;0.42;5.1;0.036;7.0;77.0;11.7;5;824
5.6;0.22;0.32;1.2;0.024;29.0;97.0;13.05;7;4572
6.6;0.26;0.56;15.4;0.053;32.0;141.0;9.3;5;4464
5.8;0.415;0.13;1.4;0.04;11.0;64.0;10.5;5;1118
6.6;0.52;0.44;12.2;0.048;54.0;245.0;9.3;6;443
7.4;0.34;0.42;1.1;0.033;17.0;171.0;11.3;6;18
6.8;0.28;0.29;11.9;0.052;51.0;149.0;10.4;6;4144
7.2;0.23;0.39;2.3;0.033;29.0;102.0;12.3;7;1226
9.2;0.15;0.68;1.6;0.046;22.0;130.0;10.4;6;1308
7.3;0.21;0.33;1.0;0.037;66.0;144.0;10.2;6;2860
6.1;0.22;0.28;16.55;0.059;54.0;135.0;10.5;5;3876
5.5;0.16;0.22;4.5;0.03;30.0;102.0;9.4;6;474
7.7;0.34;0.58;11.1;0.039;41.0;151.0;8.6;5;853
6.3;0.32;0.17;17.75;0.06;51.0;190.0;8.8;6;3653
5.6;0.185;0.49;1.1;0.03;28.0;117.0;10.3;6;1490
8.1;0.2;0.49;8.1;0.051;51.0;205.0;11.0;6;1506
7.8;0.2;0.28;10.2;0.054;78.0;186.0;10.0;6;1861
5.7;0.25;0.22;9.8;0.049;50.0;125.0;10.1;6;4474
5.2;0.31;0.2;2.4;0.027;27.0;117.0;13.0;7;4276
6.5;0.28;0.29;2.7;0.038;26.0;107.0;11.6;7;571
7.6;0.16;0.44;1.4;0.043;25.0;109.0;10.3;6;1017
5.9;0.24;0.3;2.0;0.033;28.0;92.0;10.9;7;791
6.2;0.22;0.27;1.5;0.064;20.0;132.0;9.2;6;1275
6.8;0.67;0.3;13.0;0.29;22.0;193.0;9.0;4;687
6.4;0.24;0.49;5.8;0.053;25.0;120.0;10.5;6;3999
6.7;0.21;0.34;1.4;0.049;36.0;112.0;11.0;6;3329
7.3;0.28;0.54;12.9;0.049;62.0;162.5;9.1;6;4531
6.6;0.23;0.3;14.9;0.051;33.0;118.0;9.0;6;2967
6.5;0.21;0.4;7.3;0.041;49.0;115.0;11.0;6;3185
7.9;0.12;0.49;5.2;0.049;33.0;152.0;10.6;6;1545
6.6;0.22;0.29;14.4;0.046;39.0;118.0;9.1;6;2924
5.7;0.31;0.28;4.1;0.03;22.0;86.0;11.7;7;4103
8.1;0.33;0.36;7.4;0.037;36.0;156.0;10.6;6;2457
7.0;0.31;0.39;7.5;0.055;42.0;218.0;10.3;5;2896
7.1;0.29;0.49;1.2;0.031;32.0;99.0;12.2;6;1433
7.8;0.26;0.49;3.1;0.045;21.0;116.0;10.3;5;1573
6.4;0.32;0.26;7.9;0.05;53.0;180.0;9.6;5;4481
7.5;0.29;0.26;14.95;0.067;47.0;178.0;9.2;4;2275
5.8;0.29;0.21;2.6;0.025;12.0;120.0;14.0;7;1099
4.9;0.345;0.34;1.0;0.068;32.0;143.0;10.1;5;3950
6.6;0.34;0.34;2.6;0.051;40.5;210.0;10.0;5;2445
6.2;0.27;0.49;1.4;0.05;20.0;74.0;9.8;6;1576
5.1;0.35;0.26;6.8;0.034;36.0;120.0;11.5;6;3826
7.9;0.18;0.33;1.2;0.033;20.0;72.0;10.5;7;1668
6.8;0.26;0.22;4.8;0.041;110.0;198.0;10.6;5;2336
6.2;0.33;0.19;5.6;0.042;22.0;143.0;9.9;5;911
7.1;0.31;0.25;11.2;0.048;32.0;136.0;9.5;5;4367
7.5;0.24;0.31;13.1;0.05;26.0;180.0;9.1;6;3711
6.7;0.35;0.48;8.8;0.056;35.0;167.0;9.4;5;3610
6.8;0.17;0.74;2.4;0.053;61.0;182.0;10.5;6;1575
6.1;0.34;0.21;5.0;0.042;17.0;133.0;9.4;5;4379
7.5;0.22;0.29;4.8;0.05;33.0;87.0;9.9;5;1746
7.0;0.23;0.26;7.2;0.041;21.0;90.0;9.5;6;2339
6.3;0.34;0.33;4.6;0.034;19.0;80.0;12.0;7;148
7.1;0.33;0.25;1.6;0.03;25.0;126.0;12.1;7;2069
7.6;0.25;0.34;1.3;0.056;34.0;176.0;9.5;5;2470
6.9;0.43;0.28;9.4;0.056;29.0;183.0;9.4;5;2438
6.3;0.32;0.17;17.75;0.06;51.0;190.0;8.8;6;3651
6.1;0.19;0.37;2.6;0.041;24.0;99.0;10.9;6;4628
7.0;0.16;0.32;8.3;0.045;38.0;126.0;9.2;5;212
6.4;0.15;0.44;1.2;0.043;67.0;150.0;11.2;7;2557
6.8;0.32;0.34;1.2;0.044;14.0;67.0;10.6;4;278
7.1;0.47;0.24;6.0;0.044;11.0;77.0;9.7;5;1037
6.1;0.17;0.21;1.9;0.09;44.0;130.0;9.7;5;4063
4.8;0.33;0.0;6.5;0.028;34.0;163.0;9.9;5;864
7.0;0.16;0.32;1.1;0.032;29.0;80.0;12.1;6;2571
6.5;0.35;0.28;12.4;0.051;86.0;213.0;9.9;6;2735
6.0;0.29;0.41;10.8;0.048;55.0;149.0;11.0;7;4657
5.3;0.4;0.25;3.9;0.031;45.0;130.0;11.75;7;4763
6.9;0.3;0.36;4.5;0.054;31.0;203.0;10.4;4;3109
6.5;0.36;0.31;13.55;0.053;20.0;113.0;11.0;6;4598
6.4;0.35;0.2;5.7;0.034;18.0;117.0;10.1;5;1679
7.1;0.26;0.3;2.0;0.031;13.0;128.0;11.4;5;2214
6.0;0.24;0.27;1.9;0.048;40.0;170.0;10.0;7;509
7.0;0.24;0.3;6.7;0.039;37.0;125.0;9.9;5;2882
6.0;0.36;0.06;1.4;0.066;27.0;128.0;9.3;5;624
5.8;0.27;0.4;1.2;0.076;47.0;130.0;10.3;6;4776
6.3;0.24;0.55;8.1;0.04;67.0;216.0;9.2;5;2519
7.0;0.15;0.28;14.7;0.051;29.0;149.0;9.0;7;3739
7.2;0.115;0.3;6.8;0.056;26.0;105.0;9.6;6;2146
6.4;0.28;0.27;11.0;0.042;45.0;148.0;8.7;5;2653
6.0;0.27;0.27;1.6;0.046;32.0;113.0;10.5;7;453
8.1;0.29;0.49;7.1;0.042;22.0;124.0;10.8;6;1424
6.4;0.22;0.32;7.2;0.028;15.0;83.0;10.9;8;2804
5.9;0.23;0.3;12.9;0.054;57.0;170.0;9.4;5;177
5.9;0.22;0.18;6.4;0.041;28.0;120.0;9.9;5;4459
6.3;0.21;0.28;1.5;0.051;46.0;142.0;10.1;6;2021
9.6;0.655;0.21;2.0;0.039;21.0;120.0;12.6;6;2668
8.1;0.2;0.28;0.9;0.023;49.0;87.0;11.1;6;3554
6.4;0.24;0.25;20.2;0.083;35.0;157.0;9.1;5;2787
7.3;0.25;0.29;7.5;0.049;38.0;158.0;9.6;5;606
6.8;0.18;0.46;1.4;0.064;37.0;160.0;11.1;5;2012
6.6;0.28;0.42;8.2;0.044;60.0;196.0;9.4;5;3289
6.6;0.22;0.35;1.4;0.05;23.0;83.0;12.0;7;4165
8.0;0.34;0.25;6.4;0.035;38.0;103.0;12.2;6;3284
6.7;0.17;0.27;1.4;0.032;39.0;149.0;10.5;5;2343
6.1;0.16;0.24;1.4;0.046;17.0;77.0;10.3;6;2399
7.7;0.27;0.49;3.8;0.037;46.0;139.0;11.6;6;3247
7.0;0.31;0.26;7.4;0.069;28.0;160.0;9.8;6;48
5.8;0.4;0.42;4.4;0.047;38.5;245.0;9.6;6;354
6.5;0.28;0.35;9.8;0.067;61.0;180.0;9.0;4;2337
7.8;0.3;0.74;1.8;0.033;33.0;156.0;12.8;6;1563
6.0;0.2;0.25;2.0;0.041;30.0;95.0;11.1;6;4112
6.1;0.6;0.0;1.3;0.042;24.0;79.0;9.4;4;1152
8.6;0.34;0.36;1.4;0.045;11.0;119.0;9.4;4;2502
9.0;0.55;0.3;8.1;0.026;14.0;71.0;11.8;5;2014
6.3;0.3;0.48;7.4;0.053;34.0;149.0;9.8;5;4197
7.7;0.28;0.35;15.3;0.056;31.0;117.0;9.6;5;2140
5.8;0.385;0.25;3.7;0.031;38.0;122.0;11.2;6;4817
6.9;0.15;0.29;2.3;0.033;14.0;82.0;11.2;7;2846
7.7;0.26;0.34;6.4;0.05;36.0;163.0;11.5;6;2020
6.9;0.23;0.32;16.4;0.045;62.0;153.0;10.5;5;2725
6.9;0.25;0.3;4.1;0.054;23.0;116.0;9.4;6;152
7.9;0.16;0.3;7.4;0.05;58.0;152.0;9.5;6;2764
5.6;0.24;0.34;2.0;0.041;14.0;73.0;11.6;7;4629
6.1;0.68;0.52;1.4;0.037;32.0;123.0;12.0;6;3165
5.5;0.14;0.27;4.6;0.029;22.0;104.0;9.0;5;2041
6.1;0.28;0.25;12.9;0.054;34.0;189.0;9.0;4;641
7.6;0.27;0.32;1.2;0.043;23.0;72.0;10.5;5;4186
7.2;0.23;0.38;14.3;0.058;55.0;194.0;9.0;6;235
7.9;0.22;0.45;14.2;0.038;53.0;141.0;9.2;6;1195
4.8;0.34;0.0;6.5;0.028;33.0;163.0;9.9;6;862
8.4;0.18;0.42;5.1;0.036;7.0;77.0;11.7;5;816
5.8;0.19;0.24;1.3;0.044;38.0;128.0;10.6;5;2964
5.7;0.16;0.26;6.3;0.043;28.0;113.0;9.9;6;3169
6.8;0.37;0.67;1.5;0.175;16.0;98.0;10.3;6;3972
6.6;0.31;0.38;16.05;0.058;16.0;165.0;9.2;5;1875
6.2;0.26;0.32;15.3;0.031;64.0;185.0;9.4;5;2601
6.5;0.21;0.51;17.6;0.045;34.0;125.0;8.8;6;3632
6.9;0.22;0.39;6.0;0.035;44.0;141.0;12.5;6;3236
8.8;0.2;0.43;15.0;0.053;60.0;184.0;8.8;6;1809
8.3;0.21;0.4;1.6;0.032;35.0;110.0;12.9;7;1287
6.4;0.33;0.44;8.9;0.055;52.0;164.0;9.6;5;4849
6.8;0.24;0.38;8.3;0.045;50.0;185.0;9.5;6;3033
6.9;0.26;0.31;7.0;0.039;37.0;175.0;11.4;6;2499
6.3;0.2;0.26;1.6;0.027;36.0;141.0;10.8;6;2453
5.2;0.38;0.26;7.7;0.053;20.0;103.0;12.2;6;4499
6.8;0.3;0.26;20.3;0.037;45.0;150.0;12.3;6;4107
8.0;0.25;0.49;1.2;0.061;27.0;117.0;9.4;5;1442
7.6;0.345;0.26;1.9;0.043;15.0;134.0;9.5;5;950
8.5;0.23;0.34;1.3;0.035;54.0;110.0;11.0;7;3898
